0x2D0B101a6F2EF7D203cd2E6169F734D770EAB143,71,,,
0x803bFf003aEa55C713C0C668A76f5566B7F51905,78,,,
0x69be6eb0143b70fa85851e6037a559da103779fa,78,,,
0x0f181a5a4d36fa4b15e5c1876948e22fa0c3ee84,51,,,
0xCc74178f921F3C0efCb2A6764105929D28B0476d,71,,,
0x553d581aA2F81C6b7F02bfa660527c77dF8d908a,68,,,
0x000d71A7bdA80A2d6678189c667e2A61b44Db816,53,,,
0x84D0718899f6CCB4506589a46503A628c17405a8,63,,,
0xdcdfb4cfb336c010c401620d25b0bc34759c4249,61,,,
0xcD0A6E6F6F15eb7F36C4d9a85185Bb3b56fDe5cB,55,,,
0x0323F66e86cB9a628A09A23aDd23fF6a610F24d9,79,,,
0x555488cc4119ba0a7cddd0af9835da701dc95e7c,309,,,
0xa51b26c3B8A4daD0DE3cA05e769Fed4254aB3E42,56,,,
0x6b82381679a446f1e5116f3d17379941fa2d5413,60,,,
0xd7befbbdd513f33ce809f20fba6d9e24423dd03c,62,,,
0xe700b6d25b2c29703341b4a73537884bdf1208f6,57,,,
0x6F77e937C61937a81A33c94F4498689a3bd1EE88,57,,,
0x5b3e10ad372c93231fa503c3cb57a9cecb0dc9aa,52,,,
0x25C0B90190906BAaBd1D04C796c2B00Bf2CD407C,52,,,
0x03a33817903B979dFd930671f6f11dD575F487C4,65,,,
0xd12ee2085eab03642a093f6ff55e03bbd9d67bf2,50,,,
0x379d51168d1b4257b9ce677406eeda704c8cfac5,61,,,
0xa1aa972af3c24450402a17324ae511cb51ea82a5,58,,,
0x16759e59c6537071ac8ce788fc42491fc738b3df,80,,,
0x2773c99C37E4e4C6Ec84955fAABe3cE3477279B3,76,,,
0xb2e9880e32afc96b9f5853e27dd1c3bc339df1ef,69,,,
0xE1c06859a73E91e6F0c7145Bf39CD21Db1AED6EE,79,,,
0x16F1C6d82F42c342385FEe575f6F7d0e469DCE0C,58,,,
0x93722A1B19A957010b04F1d1B2D14Ffa3668a5E6,332,,,
0xEE248FDf3e6a3C2d2D339Be56Ebf6F1fb93b9FB9,55,,,
0xd8c2f3fd7a6b89857f8f3eb0310efae3062d5f72,74,,,
0x11CE63590964059940E8d4c00186cd064D7dAa4E,68,,,
0x091a40c8c7751f7a5a95b83dfb50fa14eaead200,56,,,
0xd8FC542034Cc9BC6C175B1f423b6a7855BC84a64,60,,,
0xe29bc8B855034C1AAB6b62252706361D2c8D32D3,74,,,
0x43abf565cee073462b52676cbc2a8593d4b7c459,64,,,
0x2a021a0fe23909fe1075dc3846e39518682c0128,54,,,
